RetentionID,UserID,MonthlyActive,DaysSinceLastActivity,LifetimeValue,ChurnRisk
4051,4051,Y,2,207.41,High
4052,4052,N,41,171.57,Low
4053,4053,Y,78,185.65,High
4054,4054,Y,15,223.64,Low
4055,4055,Y,43,642.23,Low
4056,4056,Y,12,126.96,High
4057,4057,N,24,722.17,Low
4058,4058,Y,38,144.58,Medium
4059,4059,Y,72,455.4,High
4060,4060,Y,28,593.6,High
4061,4061,Y,79,645.32,High
4062,4062,N,28,777.9,Medium
4063,4063,Y,8,580.24,High
4064,4064,N,19,795.63,Medium
4065,4065,N,3,820.18,Medium
4066,4066,N,23,139.56,Low
4067,4067,N,37,344.23,Medium
4068,4068,Y,49,979.92,High
4069,4069,N,27,100.25,Low
4070,4070,Y,59,226.2,High
4071,4071,Y,29,615.62,High
4072,4072,Y,5,513.13,Medium
4073,4073,Y,59,760.71,Medium
4074,4074,Y,72,195.63,Medium
4075,4075,Y,9,48.73,Low
4076,4076,Y,38,676.88,High
4077,4077,Y,63,247.83,Medium
4078,4078,Y,55,131.8,High
4079,4079,Y,74,315.18,Medium
4080,4080,N,89,937.28,Low
4081,4081,N,68,317.84,Low
4082,4082,Y,32,771.44,High
4083,4083,Y,10,64.56,Low
4084,4084,Y,42,315.21,Medium
4085,4085,Y,76,85.23,Low
4086,4086,Y,55,34.76,High
4087,4087,Y,56,881.94,Low
4088,4088,N,45,415.66,Low
4089,4089,Y,35,505.92,High
4090,4090,N,12,739.47,Medium
4091,4091,N,44,302.47,High
4092,4092,N,74,527.77,Low
4093,4093,Y,32,365.17,High
4094,4094,Y,55,292.11,Low
4095,4095,Y,68,262.2,High
4096,4096,Y,19,648.22,Low
4097,4097,Y,82,523.36,Medium
4098,4098,Y,83,569.91,Low
4099,4099,Y,25,969.42,High
4100,4100,Y,4,655.64,Low
4101,4101,Y,19,56.46,Low
4102,4102,Y,7,949.58,High
4103,4103,Y,18,502.36,High
4104,4104,Y,74,164.94,Low
4105,4105,Y,53,157.98,High
4106,4106,Y,60,507.56,Low
4107,4107,Y,25,464.4,Low
4108,4108,Y,24,978.31,High
4109,4109,Y,15,753.62,Low
4110,4110,N,61,190.57,High
4111,4111,Y,77,856.82,Low
4112,4112,N,35,990.6,Low
4113,4113,N,32,18.88,Low
4114,4114,Y,21,503.22,High
4115,4115,N,61,41.1,Low
4116,4116,Y,22,206.82,High
4117,4117,Y,52,77.9,High
4118,4118,Y,7,271.97,Medium
4119,4119,Y,31,611.31,Low
4120,4120,N,56,359.49,High
4121,4121,Y,34,247.83,High
4122,4122,Y,62,837.37,High
4123,4123,N,69,278.96,High
4124,4124,N,14,90.73,Medium
4125,4125,Y,4,882.78,High
4126,4126,Y,8,941.07,Medium
4127,4127,N,13,895.77,Low
4128,4128,Y,12,212.26,Low
4129,4129,Y,70,489.47,Medium
4130,4130,Y,52,734.55,High
4131,4131,Y,85,450.85,High
4132,4132,Y,38,278.11,Medium
4133,4133,Y,16,778.97,High
4134,4134,N,21,357.47,Medium
4135,4135,Y,41,311.66,Medium
4136,4136,Y,83,319.13,High
4137,4137,Y,75,291.02,Medium
4138,4138,Y,82,451.55,Low
4139,4139,Y,42,656.78,Low
4140,4140,Y,34,822.29,Low
4141,4141,Y,24,924.43,Low
4142,4142,Y,13,537.91,Medium
4143,4143,N,60,155.42,Medium
4144,4144,Y,49,114.95,Low
4145,4145,Y,21,602.59,High
4146,4146,Y,26,358.36,Low
4147,4147,Y,78,441.65,High
4148,4148,Y,50,333.09,High
4149,4149,Y,81,788.67,High
4150,4150,Y,36,577.16,Low
4151,4151,Y,21,452.98,Low
4152,4152,N,43,152.02,High
4153,4153,Y,40,840.48,Low
4154,4154,Y,45,489.76,Medium
4155,4155,Y,63,133.53,Medium
4156,4156,Y,74,473.16,High
4157,4157,N,24,693.71,Low
4158,4158,Y,16,174.89,High
4159,4159,Y,75,410.68,High
4160,4160,N,9,191.68,High
4161,4161,N,11,39.26,Low
4162,4162,Y,5,519.69,Low
4163,4163,Y,81,699.08,High
4164,4164,N,11,349.72,Low
4165,4165,Y,85,962.71,Low
4166,4166,Y,76,448.93,High
4167,4167,Y,45,328.12,Low
4168,4168,Y,77,291.14,Medium
4169,4169,Y,72,316.92,Low
4170,4170,N,67,146.35,High
4171,4171,Y,40,402.77,High
4172,4172,Y,15,15.88,Medium
4173,4173,Y,51,878.81,High
4174,4174,N,40,870.2,Low
4175,4175,Y,2,614.75,Low
4176,4176,Y,79,607.81,High
4177,4177,Y,47,29.74,Low
4178,4178,Y,58,412.53,Medium
4179,4179,N,44,765.96,High
4180,4180,Y,83,377.61,High
4181,4181,Y,3,962.92,Medium
4182,4182,Y,23,462.85,Low
4183,4183,N,51,665.08,High
4184,4184,Y,38,411.81,Medium
4185,4185,Y,44,966.45,Medium
4186,4186,N,27,883.69,High
4187,4187,Y,63,215.67,High
4188,4188,Y,87,62.9,Low
4189,4189,Y,14,89.94,High
4190,4190,Y,29,251.74,Medium
4191,4191,Y,86,794.25,Low
4192,4192,Y,3,798.09,High
4193,4193,Y,17,221.95,High
4194,4194,N,3,792.4,Low
4195,4195,Y,79,311.19,High
4196,4196,Y,15,906.91,Low
4197,4197,N,9,133.33,Low
4198,4198,Y,83,328.13,High
4199,4199,Y,57,847.8,Low
4200,4200,Y,45,165.96,Low
4201,4201,Y,24,682.7,Medium
4202,4202,Y,83,808.46,High
4203,4203,Y,57,266.77,Low
4204,4204,Y,28,562.13,Low
4205,4205,Y,29,84.96,Low
4206,4206,Y,41,994.97,High
4207,4207,Y,20,583.14,High
4208,4208,Y,28,395.24,High
4209,4209,N,31,793.21,Medium
4210,4210,N,34,138.42,Medium
4211,4211,Y,28,126.66,High
4212,4212,Y,0,49.73,Low
4213,4213,N,84,848.66,Low
4214,4214,Y,5,489.33,High
4215,4215,N,21,574.7,Low
4216,4216,Y,41,196.16,Medium
4217,4217,Y,60,309.08,Medium
4218,4218,Y,69,684.04,Low
4219,4219,Y,14,897.91,High
4220,4220,Y,32,834.98,Low
4221,4221,Y,86,998.51,Medium
4222,4222,Y,19,110.61,Medium
4223,4223,N,71,165.93,Low
4224,4224,Y,61,218.05,High
4225,4225,Y,47,729.3,Medium
4226,4226,Y,63,196.26,Medium
4227,4227,Y,18,846.04,High
4228,4228,Y,53,634.17,High
4229,4229,Y,31,718.26,High
4230,4230,N,24,42.49,Low
4231,4231,Y,70,159.06,Medium
4232,4232,Y,71,388.43,Low
4233,4233,Y,65,261.59,Medium
4234,4234,Y,29,593.54,Low
4235,4235,Y,61,54.4,Medium
4236,4236,N,47,936.94,Low
4237,4237,Y,71,160.6,Low
4238,4238,Y,73,513.64,Low
4239,4239,Y,62,724.83,Low
4240,4240,Y,82,118.73,Medium
4241,4241,Y,47,426.65,Low
4242,4242,Y,70,326.9,High
4243,4243,Y,80,956.29,High
4244,4244,Y,23,716.17,Low
4245,4245,Y,43,144.34,High
4246,4246,Y,17,213.3,High
4247,4247,Y,16,529.97,Medium
4248,4248,N,58,432.12,High
4249,4249,Y,34,591.86,Low
4250,4250,Y,32,787.66,High
4251,4251,N,80,501.74,High
4252,4252,Y,2,18.04,Low
4253,4253,Y,84,775.44,High
4254,4254,Y,30,707.04,Medium
4255,4255,Y,19,225.29,Low
4256,4256,Y,22,92.08,High
4257,4257,N,30,889.86,Low
4258,4258,Y,76,448.7,High
4259,4259,Y,1,736.89,High
4260,4260,Y,71,771.28,Low
4261,4261,Y,87,544.08,High
4262,4262,Y,38,138.43,High
4263,4263,Y,24,757.54,Low
4264,4264,Y,15,112.61,Low
4265,4265,Y,43,748.64,Low
4266,4266,Y,29,884.56,Medium
4267,4267,Y,41,130.07,Low
4268,4268,Y,31,921.46,High
4269,4269,Y,61,550.93,Low
4270,4270,Y,88,730.62,Low
4271,4271,Y,33,30.51,Low
4272,4272,Y,33,279.56,High
4273,4273,Y,20,196.31,Low
4274,4274,Y,48,705.12,Low
4275,4275,N,12,435.94,Medium
4276,4276,Y,20,263.7,High
4277,4277,Y,31,117.98,High
4278,4278,N,4,428.88,Medium
4279,4279,Y,1,205.16,High
4280,4280,Y,78,472.28,High
4281,4281,Y,18,43.7,High
4282,4282,Y,11,682.62,Low
4283,4283,Y,87,999.18,Low
4284,4284,Y,76,840.25,High
4285,4285,Y,82,832.65,High
4286,4286,Y,13,266.97,Low
4287,4287,Y,30,654.96,Medium
4288,4288,N,75,342.86,Medium
4289,4289,Y,75,478.84,Low
4290,4290,N,66,638.11,Low
4291,4291,N,6,327.1,Low
4292,4292,Y,47,439.1,High
4293,4293,Y,12,207.91,High
4294,4294,N,32,333.16,Low
4295,4295,N,82,207.05,High
4296,4296,Y,78,797.05,Low
4297,4297,N,21,647.8,Low
4298,4298,Y,65,294.77,Medium
4299,4299,Y,8,297.17,High
4300,4300,N,74,309.51,High
4301,4301,Y,51,624.17,High
4302,4302,Y,82,565.8,High
4303,4303,N,0,57.56,Medium
4304,4304,Y,80,528.88,High
4305,4305,Y,78,855.9,Low
4306,4306,N,83,791.59,Medium
4307,4307,Y,1,276.65,High
4308,4308,Y,83,438.7,Low
4309,4309,Y,5,520.95,High
4310,4310,Y,1,425.39,Low
4311,4311,Y,28,131.44,Medium
4312,4312,Y,25,985.43,Medium
4313,4313,Y,44,508.84,High
4314,4314,Y,58,286.77,Medium
4315,4315,Y,21,990.76,Low
4316,4316,Y,88,320.13,High
4317,4317,N,80,384.39,Medium
4318,4318,Y,83,253.6,Medium
4319,4319,Y,32,585.34,High
4320,4320,Y,88,620.14,High
4321,4321,Y,35,732.94,Low
4322,4322,Y,16,926.71,Medium
4323,4323,Y,13,328.79,Medium
4324,4324,Y,36,494.81,Low
4325,4325,Y,34,634.29,Low
4326,4326,N,3,388.08,Low
4327,4327,Y,24,399.72,High
4328,4328,N,16,615.87,Medium
4329,4329,N,11,451.7,Medium
4330,4330,Y,35,254.98,Medium
4331,4331,Y,38,912.35,High
4332,4332,Y,15,292.44,Low
4333,4333,Y,32,516.88,High
4334,4334,Y,66,157.83,High
4335,4335,Y,83,287.14,High
4336,4336,Y,36,120.45,Low
4337,4337,Y,28,296.58,Low
4338,4338,N,38,234.55,Low
4339,4339,Y,10,430.02,Low
4340,4340,Y,48,532.34,Low
4341,4341,N,62,407.98,High
4342,4342,Y,19,771.75,High
4343,4343,Y,83,555.25,Low
4344,4344,N,30,281.58,High
4345,4345,Y,5,967.43,High
4346,4346,Y,78,274.46,High
4347,4347,Y,84,762.23,Low
4348,4348,Y,62,71.01,Medium
4349,4349,Y,40,159.22,Low
4350,4350,Y,86,484.6,Medium
4351,4351,Y,78,23.87,Medium
4352,4352,N,40,946.92,Low
4353,4353,Y,36,663.86,High
4354,4354,Y,35,552.17,Low
4355,4355,Y,22,912.81,Low
4356,4356,Y,19,974.63,Medium
4357,4357,Y,61,701.86,Low
4358,4358,Y,80,236.94,High
4359,4359,Y,71,758.08,Medium
4360,4360,Y,55,47.66,High
4361,4361,Y,49,957.51,Medium
4362,4362,N,12,400.88,Low
4363,4363,Y,52,204.56,High
4364,4364,Y,59,767.69,High
4365,4365,Y,58,445.15,Medium
4366,4366,Y,77,443.41,High
4367,4367,Y,8,357.69,High
4368,4368,Y,51,55.98,Low
4369,4369,Y,80,878.16,Low
4370,4370,Y,82,588.62,Low
4371,4371,N,71,14.93,Low
4372,4372,Y,69,247.7,High
4373,4373,Y,62,905.51,Low
4374,4374,N,65,909.05,High
4375,4375,Y,23,272.92,Low
4376,4376,N,14,369.24,Low
4377,4377,Y,36,219.0,High
4378,4378,Y,1,642.1,High
4379,4379,Y,81,113.46,Low
4380,4380,Y,70,522.77,Low
4381,4381,Y,41,729.98,Low
4382,4382,Y,22,681.65,Medium
4383,4383,Y,63,352.39,Medium
4384,4384,Y,46,463.87,High
4385,4385,Y,16,187.28,Medium
4386,4386,Y,66,262.08,Low
4387,4387,Y,21,728.86,Low
4388,4388,Y,14,813.19,Low
4389,4389,N,19,925.1,Low
4390,4390,Y,76,861.39,High
4391,4391,Y,40,55.85,High
4392,4392,Y,17,562.55,Medium
4393,4393,N,55,684.1,High
4394,4394,N,9,492.49,High
4395,4395,Y,64,749.8,High
4396,4396,Y,50,629.68,High
4397,4397,Y,87,626.69,High
4398,4398,N,27,435.87,Medium
4399,4399,Y,15,362.09,Medium
4400,4400,Y,46,691.41,High
4401,4401,Y,54,544.25,High
4402,4402,Y,25,696.54,Medium
4403,4403,Y,52,283.16,Low
4404,4404,Y,55,141.54,Low
4405,4405,Y,63,642.08,Low
4406,4406,Y,60,710.89,Low
4407,4407,N,37,89.66,High
4408,4408,Y,9,278.36,High
4409,4409,Y,41,200.14,Low
4410,4410,Y,59,470.28,High
4411,4411,Y,89,713.09,Low
4412,4412,Y,22,169.02,Low
4413,4413,Y,56,128.52,Low
4414,4414,Y,33,619.32,High
4415,4415,Y,11,911.37,Medium
4416,4416,Y,83,615.56,Medium
4417,4417,Y,78,54.85,High
4418,4418,Y,86,279.16,High
4419,4419,Y,72,981.12,High
4420,4420,N,33,836.21,Medium
4421,4421,Y,24,247.3,Low
4422,4422,Y,62,601.06,High
4423,4423,Y,88,47.11,Low
4424,4424,Y,2,274.44,High
4425,4425,Y,51,305.6,Low
4426,4426,Y,1,189.81,Low
4427,4427,N,3,451.82,Low
4428,4428,N,20,281.85,Low
4429,4429,Y,70,410.58,High
4430,4430,Y,13,68.4,Low
4431,4431,Y,88,53.13,Low
4432,4432,Y,41,465.33,Low
4433,4433,Y,37,217.78,Low
4434,4434,Y,82,109.54,Low
4435,4435,N,37,326.16,Low
4436,4436,Y,36,876.57,High
4437,4437,Y,19,134.59,Low
4438,4438,Y,17,674.14,High
4439,4439,Y,52,381.17,Low
4440,4440,Y,24,485.27,High
4441,4441,Y,4,313.55,Low
4442,4442,N,75,215.15,High
4443,4443,Y,84,669.67,High
4444,4444,N,79,66.62,High
4445,4445,Y,44,177.11,Medium
4446,4446,Y,25,524.09,Medium
4447,4447,Y,2,725.2,Low
4448,4448,Y,26,190.39,Medium
4449,4449,Y,42,802.34,High
4450,4450,N,30,202.5,Low
4451,4451,Y,89,222.95,Low
4452,4452,Y,89,55.98,High
4453,4453,Y,86,697.56,High
4454,4454,Y,88,403.16,Medium
4455,4455,Y,38,372.41,High
4456,4456,N,45,606.37,High
4457,4457,Y,14,22.14,Low
4458,4458,Y,84,327.07,Low
4459,4459,Y,32,339.59,Medium
4460,4460,Y,52,258.55,Low
4461,4461,Y,47,42.38,Low
4462,4462,N,84,950.79,Low
4463,4463,Y,5,300.02,Low
4464,4464,Y,76,898.07,Medium
4465,4465,Y,22,639.98,Low
4466,4466,Y,59,70.25,High
4467,4467,Y,59,475.73,Low
4468,4468,N,32,464.86,Low
4469,4469,N,32,629.42,High
4470,4470,Y,24,696.98,Low
4471,4471,Y,29,374.12,Low
4472,4472,Y,62,591.57,High
4473,4473,N,40,372.47,Medium
4474,4474,N,29,880.99,High
4475,4475,N,70,177.73,High
4476,4476,N,17,601.14,Low
4477,4477,Y,8,249.85,Low
4478,4478,Y,21,899.26,Medium
4479,4479,N,12,548.65,Medium
4480,4480,Y,50,331.36,High
4481,4481,Y,82,168.35,Medium
4482,4482,Y,29,559.4,Low
4483,4483,Y,82,657.63,High
4484,4484,Y,64,295.35,Low
4485,4485,N,72,38.64,High
4486,4486,Y,59,851.91,Low
4487,4487,Y,89,590.2,Low
4488,4488,Y,61,415.16,Low
4489,4489,N,53,542.13,Low
4490,4490,N,81,107.24,Low
4491,4491,Y,73,655.03,Medium
4492,4492,Y,36,140.13,Medium
4493,4493,N,43,229.17,Medium
4494,4494,Y,71,778.01,High
4495,4495,Y,43,691.94,Low
4496,4496,Y,14,783.53,Medium
4497,4497,Y,77,837.5,High
4498,4498,Y,6,750.02,High
4499,4499,Y,37,334.03,High
4500,4500,Y,28,142.37,Low
4501,4501,Y,31,260.63,Low
4502,4502,Y,5,227.02,Low
4503,4503,Y,67,64.38,Medium
4504,4504,Y,7,770.56,High
4505,4505,Y,56,75.98,Low
4506,4506,Y,69,474.03,High
4507,4507,Y,51,314.79,High
4508,4508,Y,50,989.62,Low
4509,4509,Y,85,817.23,Low
4510,4510,Y,8,482.12,High
4511,4511,Y,59,857.96,Low
4512,4512,Y,70,155.86,High
4513,4513,Y,22,653.65,Low
4514,4514,Y,78,325.32,Low
4515,4515,Y,75,81.9,Low
4516,4516,N,15,54.5,Low
4517,4517,N,57,553.42,Low
4518,4518,Y,8,134.15,High
4519,4519,Y,5,668.6,Medium
4520,4520,Y,10,236.72,Low
4521,4521,Y,70,97.63,Low
4522,4522,N,74,737.62,Low
4523,4523,Y,62,749.87,High
4524,4524,Y,78,570.35,Medium
4525,4525,Y,36,394.61,Medium
4526,4526,Y,22,853.15,Medium
4527,4527,N,24,747.74,High
4528,4528,Y,85,775.11,Medium
4529,4529,Y,5,423.46,Medium
4530,4530,N,85,811.86,High
4531,4531,N,43,776.19,Medium
4532,4532,Y,0,754.21,Medium
4533,4533,Y,78,427.34,Medium
4534,4534,Y,8,73.56,Low
4535,4535,Y,68,331.2,High
4536,4536,Y,38,220.26,Low
4537,4537,N,26,824.66,Low
4538,4538,Y,5,919.63,Low
4539,4539,Y,86,561.8,High
4540,4540,Y,68,475.4,High
4541,4541,Y,77,752.92,Medium
4542,4542,Y,35,454.28,Low
4543,4543,Y,73,756.82,Low
4544,4544,N,20,257.34,Low
4545,4545,Y,82,974.08,High
4546,4546,Y,63,110.53,High
4547,4547,N,19,333.86,Low
4548,4548,Y,27,341.12,Low
4549,4549,Y,69,986.56,Low
4550,4550,Y,11,983.18,Medium
4551,4551,Y,62,655.15,Low
4552,4552,Y,10,591.51,Medium
4553,4553,Y,0,478.06,Low
4554,4554,Y,49,826.06,High
4555,4555,Y,86,56.0,High
4556,4556,Y,49,784.82,Low
4557,4557,Y,89,495.02,Low
4558,4558,Y,44,373.98,High
4559,4559,Y,49,447.99,Low
4560,4560,N,73,902.19,Medium
4561,4561,N,25,243.28,High
4562,4562,Y,69,16.37,High
4563,4563,Y,57,236.15,High
4564,4564,Y,22,404.38,High
4565,4565,N,62,878.86,Medium
4566,4566,Y,75,275.31,Medium
4567,4567,Y,40,62.23,High
4568,4568,Y,56,370.19,Medium
4569,4569,N,72,229.69,Low
4570,4570,Y,61,523.78,Low
4571,4571,Y,45,473.49,High
4572,4572,Y,74,504.46,Medium
4573,4573,Y,86,737.79,High
4574,4574,Y,12,426.76,Low
4575,4575,Y,82,447.31,Low
4576,4576,Y,73,129.57,Medium
4577,4577,Y,15,254.56,Low
4578,4578,Y,58,713.82,Low
4579,4579,N,68,569.64,Low
4580,4580,Y,11,116.25,Low
4581,4581,Y,65,650.8,Low
4582,4582,Y,31,59.74,High
4583,4583,Y,48,624.63,Low
4584,4584,N,68,265.12,Low
4585,4585,Y,37,89.3,Medium
4586,4586,Y,68,177.74,High
4587,4587,Y,23,676.17,Low
4588,4588,N,55,938.89,Medium
4589,4589,Y,89,84.63,Low
4590,4590,Y,37,298.63,Low
4591,4591,N,24,612.09,Low
4592,4592,N,60,766.36,High
4593,4593,Y,26,735.01,Medium
4594,4594,Y,26,386.21,Low
4595,4595,N,2,908.64,High
4596,4596,Y,70,585.78,Low
4597,4597,N,28,199.52,Medium
4598,4598,Y,56,417.39,High
4599,4599,N,57,210.49,Low
4600,4600,N,49,455.78,Medium
4601,4601,Y,51,245.38,High
4602,4602,Y,77,916.35,High
4603,4603,Y,79,332.44,High
4604,4604,Y,75,272.46,Low
4605,4605,Y,44,229.48,High
4606,4606,Y,40,927.14,High
4607,4607,Y,61,141.59,High
4608,4608,Y,79,644.14,High
4609,4609,Y,21,393.27,Low
4610,4610,Y,29,590.75,Low
4611,4611,Y,63,697.3,Medium
4612,4612,Y,82,990.39,High
4613,4613,Y,32,234.37,Medium
4614,4614,Y,12,804.55,High
4615,4615,Y,69,511.84,Low
4616,4616,N,46,101.98,Low
4617,4617,Y,63,998.97,Medium
4618,4618,Y,88,24.69,High
4619,4619,Y,56,345.59,Low
4620,4620,N,83,885.04,High
4621,4621,Y,15,551.65,High
4622,4622,Y,19,728.89,High
4623,4623,N,2,726.77,Medium
4624,4624,Y,14,251.31,Medium
4625,4625,Y,33,582.87,High
4626,4626,Y,28,890.11,Medium
4627,4627,Y,60,281.82,Medium
4628,4628,Y,22,801.48,Medium
4629,4629,Y,21,420.5,Low
4630,4630,Y,21,193.95,Medium
4631,4631,Y,41,508.23,Low
4632,4632,Y,7,693.27,High
4633,4633,Y,50,222.57,Low
4634,4634,N,50,10.55,Low
4635,4635,Y,57,511.51,Low
4636,4636,Y,85,478.29,High
4637,4637,Y,36,41.15,High
4638,4638,Y,66,542.49,Low
4639,4639,Y,5,802.32,Low
4640,4640,Y,27,312.08,High
4641,4641,Y,63,684.29,Medium
4642,4642,Y,84,309.63,Medium
4643,4643,Y,44,392.1,Low
4644,4644,Y,7,370.95,Low
4645,4645,Y,60,110.14,Low
4646,4646,N,20,374.71,Medium
4647,4647,Y,32,920.73,High
4648,4648,Y,2,562.2,Medium
4649,4649,N,55,310.42,High
4650,4650,N,38,523.81,Medium
4651,4651,Y,71,558.46,High
4652,4652,Y,0,768.75,Medium
4653,4653,Y,56,997.44,Medium
4654,4654,Y,39,44.28,Medium
4655,4655,Y,76,38.11,High
4656,4656,Y,68,287.11,High
4657,4657,N,75,443.08,Low
4658,4658,N,19,498.82,Medium
4659,4659,Y,67,310.05,High
4660,4660,Y,40,536.66,High
4661,4661,Y,53,308.75,Medium
4662,4662,N,17,342.14,High
4663,4663,Y,34,474.71,High
4664,4664,Y,2,232.17,High
4665,4665,Y,49,837.64,High
4666,4666,N,78,475.41,Low
4667,4667,Y,85,14.76,Low
4668,4668,Y,56,871.39,Medium
4669,4669,Y,81,542.8,Low
4670,4670,N,59,676.76,Medium
4671,4671,N,13,804.64,Medium
4672,4672,Y,54,718.59,Low
4673,4673,Y,57,477.64,Low
4674,4674,Y,41,515.52,Low
4675,4675,Y,43,573.39,Low
4676,4676,Y,45,102.51,Medium
4677,4677,Y,72,577.44,High
4678,4678,Y,66,647.28,Low
4679,4679,Y,79,940.33,Low
4680,4680,Y,16,948.59,Medium
4681,4681,Y,30,668.5,Low
4682,4682,Y,39,881.48,Low
4683,4683,Y,62,704.79,High
4684,4684,Y,35,898.32,Medium
4685,4685,Y,54,337.24,High
4686,4686,Y,59,34.55,Low
4687,4687,Y,31,21.64,Medium
4688,4688,Y,42,785.27,High
4689,4689,Y,31,68.15,High
4690,4690,Y,55,933.61,Low
4691,4691,Y,73,500.32,Low
4692,4692,Y,84,849.04,Medium
4693,4693,Y,12,270.32,Low
4694,4694,Y,0,129.14,Low
4695,4695,N,11,743.03,Low
4696,4696,Y,29,35.28,High
4697,4697,Y,77,275.35,Medium
4698,4698,Y,13,411.02,High
4699,4699,Y,19,241.2,Medium
4700,4700,Y,7,407.74,Medium
4701,4701,Y,86,46.44,Low
4702,4702,Y,1,388.72,Medium
4703,4703,N,59,168.25,Medium
4704,4704,Y,0,494.06,High
4705,4705,Y,84,72.34,Low
4706,4706,Y,21,542.73,Low
4707,4707,Y,1,542.36,High
4708,4708,Y,33,661.91,Low
4709,4709,N,60,422.66,High
4710,4710,Y,88,751.34,Low
4711,4711,N,21,631.71,High
4712,4712,Y,41,355.47,Low
4713,4713,Y,7,413.35,Low
4714,4714,Y,32,770.47,Low
4715,4715,Y,76,42.62,Medium
4716,4716,N,77,522.12,Medium
4717,4717,Y,67,765.34,High
4718,4718,Y,19,528.82,High
4719,4719,Y,43,777.03,Low
4720,4720,Y,25,346.23,High
4721,4721,Y,58,887.14,Low
4722,4722,Y,18,981.57,High
4723,4723,Y,30,940.58,High
4724,4724,Y,3,771.7,Low
4725,4725,Y,80,67.21,Low
4726,4726,Y,64,380.36,High
4727,4727,Y,80,807.45,High
4728,4728,Y,9,32.16,Low
4729,4729,Y,59,887.93,Medium
4730,4730,Y,77,796.83,Medium
4731,4731,N,75,886.24,High
4732,4732,Y,64,855.4,Low
4733,4733,Y,76,443.0,High
4734,4734,Y,71,862.54,Medium
4735,4735,Y,64,619.81,Low
4736,4736,Y,78,173.07,Low
4737,4737,Y,86,848.31,Low
4738,4738,Y,74,727.46,Low
4739,4739,Y,6,102.53,High
4740,4740,Y,20,875.38,High
4741,4741,N,40,241.92,Low
4742,4742,Y,57,602.68,Medium
4743,4743,N,48,867.12,Low
4744,4744,Y,84,882.23,Medium
4745,4745,N,51,721.62,High
4746,4746,Y,44,718.94,Medium
4747,4747,Y,72,573.45,Low
4748,4748,Y,71,873.85,Low
4749,4749,Y,43,967.62,High
4750,4750,Y,74,487.13,Low
4751,4751,Y,74,139.35,Medium
4752,4752,Y,34,203.47,Medium
4753,4753,Y,36,597.53,Low
4754,4754,Y,53,766.2,High
4755,4755,Y,21,492.03,Low
4756,4756,Y,20,117.93,High
4757,4757,N,49,975.11,Medium
4758,4758,N,6,654.0,Low
4759,4759,Y,32,711.25,Low
4760,4760,Y,72,994.7,Medium
4761,4761,Y,17,697.64,Low
4762,4762,Y,54,973.13,High
4763,4763,Y,49,931.4,Low
4764,4764,N,45,340.03,High
4765,4765,Y,58,416.79,Medium
4766,4766,Y,61,905.35,Low
4767,4767,Y,67,443.8,Low
4768,4768,Y,17,759.15,Low
4769,4769,Y,50,694.11,High
4770,4770,Y,42,458.12,High
4771,4771,Y,23,282.77,Low
4772,4772,N,13,973.96,High
4773,4773,Y,74,460.64,Medium
4774,4774,Y,89,613.23,Low
4775,4775,Y,53,94.74,Low
4776,4776,Y,36,305.96,Medium
4777,4777,Y,71,81.2,Medium
4778,4778,Y,66,838.36,Low
4779,4779,Y,3,321.46,Medium
4780,4780,N,25,322.31,Low
4781,4781,Y,7,394.71,Medium
4782,4782,Y,71,416.44,High
4783,4783,Y,69,627.51,Low
4784,4784,Y,87,686.03,High
4785,4785,Y,61,90.46,High
4786,4786,Y,5,564.64,High
4787,4787,Y,62,137.92,Medium
4788,4788,Y,12,94.57,Low
4789,4789,Y,87,131.93,High
4790,4790,Y,41,215.17,High
4791,4791,N,30,59.5,Medium
4792,4792,Y,12,293.12,Low
4793,4793,Y,57,771.53,Medium
4794,4794,N,51,37.77,High
4795,4795,Y,89,173.47,Medium
4796,4796,Y,46,616.43,Low
4797,4797,N,86,387.47,High
4798,4798,Y,13,954.45,High
4799,4799,Y,68,779.6,Low
4800,4800,Y,72,951.76,Medium
4801,4801,Y,27,258.05,High
4802,4802,Y,57,73.75,Low
4803,4803,Y,47,601.21,Low
4804,4804,Y,50,149.62,High
4805,4805,Y,31,949.81,Low
4806,4806,Y,55,335.44,Low
4807,4807,Y,26,338.16,Medium
4808,4808,N,42,188.77,Medium
4809,4809,Y,73,986.02,Low
4810,4810,Y,13,630.27,High
4811,4811,Y,17,683.02,Low
4812,4812,Y,34,991.71,Low
4813,4813,Y,36,894.13,High
4814,4814,Y,5,248.92,Low
4815,4815,Y,84,219.11,Medium
4816,4816,Y,63,858.47,High
4817,4817,Y,42,855.01,Low
4818,4818,N,52,33.34,Medium
4819,4819,Y,69,876.9,High
4820,4820,Y,69,903.4,Medium
4821,4821,Y,28,915.85,High
4822,4822,Y,20,811.0,Low
4823,4823,Y,66,556.73,Low
4824,4824,Y,0,295.29,High
4825,4825,Y,86,961.82,High
4826,4826,Y,68,956.26,High
4827,4827,Y,81,458.32,High
4828,4828,Y,27,896.56,Medium
4829,4829,N,36,874.51,Low
4830,4830,Y,25,93.35,Low
4831,4831,Y,28,432.39,High
4832,4832,N,64,35.98,Medium
4833,4833,N,28,690.05,Low
4834,4834,Y,35,773.8,Low
4835,4835,Y,48,23.37,Low
4836,4836,Y,73,224.93,High
4837,4837,Y,83,682.54,Low
4838,4838,N,67,255.61,Low
4839,4839,Y,6,829.01,Low
